"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_dex"	"Conc_control"	"Fold"	"p.value"	"FDR"
"chr11"	29063770	29064270	501	"*"	6.18	5.51	6.63	-1.12	0.00068	0.00262
"chr9"	6096761	6097261	501	"*"	6.74	6.24	7.11	-0.87	0.00068	0.00262
"chr4"	70705165	70705665	501	"*"	5.14	4.19	5.7	-1.51	0.00068	0.00262
"chr17"	10681959	10682459	501	"*"	6.12	5.5	6.55	-1.05	0.00068	0.00262
"chr7"	55065395	55065895	501	"*"	6.96	6.51	7.3	-0.79	0.000681	0.00262
"chr1"	67860686	67861186	501	"*"	4.99	5.62	3.86	1.76	0.000681	0.00262
"chr11"	88849322	88849822	501	"*"	5.9	5.17	6.38	-1.21	0.000681	0.00262
"chr10"	95794552	95795052	501	"*"	3.3	4.23	-0.04	4.27	0.000681	0.00262
"chr10"	99410514	99411014	501	"*"	3.3	4.23	-0.04	4.27	0.000681	0.00262
"chr11"	92811258	92811758	501	"*"	3.3	4.23	-0.04	4.27	0.000681	0.00262
"chr11"	102292962	102293462	501	"*"	3.3	4.23	-0.04	4.27	0.000681	0.00262
"chr12"	19139783	19140283	501	"*"	3.3	4.23	-0.04	4.27	0.000681	0.00262
"chr13"	75558050	75558550	501	"*"	3.3	4.23	-0.04	4.27	0.000681	0.00262
"chr2"	26704232	26704732	501	"*"	3.3	4.23	-0.04	4.27	0.000681	0.00262
"chr2"	63009459	63009959	501	"*"	3.3	4.23	-0.04	4.27	0.000681	0.00262
"chr4"	10814334	10814834	501	"*"	3.3	4.23	-0.04	4.27	0.000681	0.00262
"chr9"	108180391	108180891	501	"*"	3.3	4.23	-0.04	4.27	0.000681	0.00262
"chr21"	28421604	28422104	501	"*"	8.39	8.64	8.1	0.54	0.000681	0.00262
"chr21"	38478724	38479224	501	"*"	3.35	0.49	4.25	-3.76	0.000682	0.00262
"chr7"	113841121	113841621	501	"*"	3.35	0.49	4.25	-3.76	0.000682	0.00262
"chr12"	98352426	98352926	501	"*"	4.76	3.61	5.4	-1.79	0.000682	0.00262
"chr20"	4234106	4234606	501	"*"	3.62	4.47	1.31	3.16	0.000682	0.00262
"chr17"	70169685	70170185	501	"*"	3.91	4.72	1.93	2.79	0.000682	0.00263
"chrX"	151787134	151787634	501	"*"	3.56	1.23	4.41	-3.18	0.000683	0.00263
"chr4"	126364590	126365090	501	"*"	7.06	7.41	6.62	0.79	0.000683	0.00263
"chr2"	21819374	21819874	501	"*"	5.97	5.32	6.42	-1.1	0.000683	0.00263
"chr16"	11121148	11121648	501	"*"	3.65	1.5	4.48	-2.99	0.000683	0.00263
"chr19"	44609116	44609616	501	"*"	5.1	4.01	5.71	-1.7	0.000684	0.00263
"chr1"	95087018	95087518	501	"*"	5.73	4.99	6.22	-1.22	0.000684	0.00263
"chr14"	64998648	64999148	501	"*"	4.52	3.23	5.19	-1.96	0.000684	0.00263
"chr16"	79698319	79698819	501	"*"	8.14	7.81	8.41	-0.59	0.000684	0.00263
"chr11"	119218433	119218933	501	"*"	5.71	4.98	6.19	-1.21	0.000684	0.00263
"chr2"	189933978	189934478	501	"*"	8.51	8.21	8.75	-0.55	0.000685	0.00263
"chr5"	68554785	68555285	501	"*"	7.25	7.57	6.82	0.75	0.000685	0.00263
"chr1"	87083630	87084578	949	"*"	4.63	5.31	3.34	1.97	0.000685	0.00264
"chr13"	24044420	24044920	501	"*"	3.5	4.37	0.94	3.43	0.000685	0.00264
"chr8"	49796211	49796711	501	"*"	3.35	0.5	4.25	-3.75	0.000686	0.00264
"chr2"	181152181	181152681	501	"*"	4.69	3.5	5.33	-1.83	0.000686	0.00264
"chr11"	35376571	35377071	501	"*"	4.47	3.16	5.15	-1.99	0.000686	0.00264
"chr17"	2156997	2157497	501	"*"	6.02	6.48	5.33	1.15	0.000686	0.00264
"chr2"	191377166	191377666	501	"*"	5.52	4.6	6.07	-1.47	0.000686	0.00264
"chr2"	23697660	23698160	501	"*"	6.58	6.06	6.96	-0.9	0.000686	0.00264
"chr4"	66489984	66490484	501	"*"	5.2	4.24	5.77	-1.54	0.000687	0.00264
"chr8"	37147950	37148450	501	"*"	4.96	3.91	5.56	-1.64	0.000687	0.00264
"chr13"	108807812	108808312	501	"*"	5.29	4.4	5.83	-1.43	0.000687	0.00264
"chr1"	112271850	112272350	501	"*"	3.31	4.24	-0.04	4.27	0.000688	0.00264
"chr10"	52252244	52252744	501	"*"	3.31	4.24	-0.04	4.27	0.000688	0.00264
"chr20"	38158014	38158514	501	"*"	3.31	4.24	-0.04	4.27	0.000688	0.00264
"chr8"	19355085	19355585	501	"*"	3.31	4.24	-0.04	4.27	0.000688	0.00264
"chr8"	118189933	118190433	501	"*"	3.31	4.24	-0.04	4.27	0.000688	0.00264
"chrX"	130747500	130748000	501	"*"	3.31	4.24	-0.04	4.27	0.000688	0.00264
"chr3"	32401488	32401988	501	"*"	4.47	3.09	5.17	-2.08	0.000688	0.00264
"chr1"	116122848	116123348	501	"*"	7	6.54	7.34	-0.81	0.000688	0.00264
"chr12"	127122806	127123306	501	"*"	3.43	4.33	0.53	3.8	0.000688	0.00264
"chr6"	48641563	48642063	501	"*"	6.68	6.17	7.06	-0.9	0.000689	0.00265
"chr7"	155213877	155214377	501	"*"	3.49	0.92	4.36	-3.44	0.00069	0.00265
"chr16"	74734574	74735074	501	"*"	3.35	0.49	4.24	-3.75	0.00069	0.00265
"chr1"	67787063	67787563	501	"*"	3.35	4.28	-0.04	4.31	0.00069	0.00265
"chr16"	50301516	50302016	501	"*"	4.61	3.31	5.28	-1.97	0.000691	0.00265
"chr10"	78763632	78764132	501	"*"	5.45	4.64	5.97	-1.34	0.000691	0.00265
"chr13"	42996466	42996966	501	"*"	5.8	6.27	5.09	1.18	0.000691	0.00265
"chr12"	81557936	81558436	501	"*"	4.94	3.87	5.55	-1.68	0.000691	0.00265
"chr5"	98755343	98755843	501	"*"	7.13	6.69	7.46	-0.77	0.000692	0.00265
"chr1"	218817654	218818154	501	"*"	3.87	4.66	1.97	2.69	0.000692	0.00265
"chr3"	30747625	30748125	501	"*"	4.88	3.82	5.49	-1.67	0.000692	0.00266
"chr1"	115240263	115240763	501	"*"	3.87	1.9	4.68	-2.78	0.000692	0.00266
"chr11"	14267851	14268351	501	"*"	3.78	4.58	1.76	2.82	0.000693	0.00266
"chr3"	101816267	101816767	501	"*"	3.62	4.47	1.31	3.16	0.000694	0.00266
"chr15"	98873455	98873955	501	"*"	7.23	6.82	7.55	-0.73	0.000694	0.00266
"chr5"	145488447	145488947	501	"*"	3.43	4.33	0.56	3.77	0.000694	0.00266
"chr1"	10388190	10388690	501	"*"	3.3	4.23	-0.04	4.27	0.000694	0.00266
"chr13"	52071012	52071512	501	"*"	3.3	4.23	-0.04	4.27	0.000694	0.00266
"chr16"	49834456	49834956	501	"*"	3.3	4.23	-0.04	4.27	0.000694	0.00266
"chr19"	6059825	6060325	501	"*"	3.3	4.23	-0.04	4.27	0.000694	0.00266
"chr2"	229586729	229587229	501	"*"	3.3	4.23	-0.04	4.27	0.000694	0.00266
"chr5"	123399395	123399895	501	"*"	3.3	4.23	-0.04	4.27	0.000694	0.00266
"chr7"	116948533	116949033	501	"*"	3.3	4.23	-0.04	4.27	0.000694	0.00266
"chr8"	127140210	127140710	501	"*"	3.3	4.23	-0.04	4.27	0.000694	0.00266
"chr9"	4127819	4128319	501	"*"	3.3	4.23	-0.04	4.27	0.000694	0.00266
"chr10"	125152832	125153332	501	"*"	4.15	4.89	2.55	2.33	0.000694	0.00266
"chr5"	55668304	55668804	501	"*"	5.38	4.52	5.91	-1.39	0.000695	0.00267
"chrX"	150155525	150156025	501	"*"	4.59	3.29	5.26	-1.97	0.000695	0.00267
"chr2"	214019124	214019624	501	"*"	7.63	7.24	7.93	-0.68	0.000695	0.00267
"chr18"	24108543	24109043	501	"*"	3.77	4.58	1.76	2.82	0.000695	0.00267
"chr12"	58584857	58585357	501	"*"	3.36	0.5	4.25	-3.75	0.000696	0.00267
"chr6"	158053340	158053840	501	"*"	3.36	0.5	4.25	-3.75	0.000696	0.00267
"chr10"	76150128	76150628	501	"*"	6.15	5.53	6.58	-1.05	0.000696	0.00267
"chr20"	54132549	54133049	501	"*"	7.86	7.52	8.13	-0.61	0.000696	0.00267
"chr6"	716031	716531	501	"*"	3.53	0.9	4.4	-3.5	0.000696	0.00267
"chr17"	2090617	2091117	501	"*"	3.72	4.56	1.52	3.04	0.000696	0.00267
"chr4"	185357028	185357528	501	"*"	3.72	4.56	1.52	3.04	0.000696	0.00267
"chr3"	117711184	117711684	501	"*"	3.27	-0.09	4.2	-4.29	0.000696	0.00267
"chr12"	102408143	102408643	501	"*"	4.14	4.9	2.41	2.49	0.000696	0.00267
"chr15"	80526487	80526987	501	"*"	6.27	5.68	6.68	-1.01	0.000697	0.00267
"chr14"	94484441	94484941	501	"*"	4.68	5.32	3.49	1.83	0.000697	0.00267
"chr2"	241629889	241630389	501	"*"	4.11	4.86	2.44	2.43	0.000697	0.00267
"chr1"	207314873	207315373	501	"*"	4.42	3.08	5.11	-2.03	0.000697	0.00267
"chr5"	128413476	128413976	501	"*"	4.04	4.82	2.26	2.56	0.000697	0.00267
"chr8"	28940342	28940842	501	"*"	5.27	6.17	2.39	3.78	0.000698	0.00268
"chr6"	113015134	113015634	501	"*"	4.53	3.24	5.2	-1.97	0.000698	0.00268
"chr5"	74273001	74273501	501	"*"	5.21	4.3	5.77	-1.46	0.000698	0.00268
"chr4"	21826006	21826506	501	"*"	3.88	1.9	4.69	-2.79	0.000698	0.00268
"chr1"	55426520	55427020	501	"*"	4.42	5.12	3.04	2.08	0.000698	0.00268
"chr19"	4979970	4980470	501	"*"	4.11	4.89	2.31	2.57	0.000698	0.00268
"chr16"	73050586	73051086	501	"*"	3.58	1.24	4.43	-3.19	0.000699	0.00268
"chr2"	205008942	205009442	501	"*"	5.84	6.31	5.15	1.16	0.000699	0.00268
"chr4"	142614544	142615044	501	"*"	6.32	5.76	6.73	-0.98	7e-04	0.00268
"chr7"	77076382	77076882	501	"*"	3.5	4.37	0.94	3.43	7e-04	0.00268
"chr7"	80960230	80960730	501	"*"	6.07	5.43	6.5	-1.07	7e-04	0.00268
"chr1"	208950746	208951246	501	"*"	3.73	4.56	1.57	2.98	0.000701	0.00268
"chr1"	221517877	221518377	501	"*"	3.91	4.72	1.93	2.78	0.000701	0.00268
"chr6"	1131714	1132214	501	"*"	5.6	4.79	6.12	-1.33	0.000701	0.00268
"chr7"	36602156	36602656	501	"*"	3.4	4.3	0.53	3.76	0.000701	0.00268
"chr7"	129569722	129570222	501	"*"	4.35	2.92	5.05	-2.14	0.000701	0.00269
"chr2"	85810020	85810520	501	"*"	3.89	1.9	4.69	-2.8	0.000702	0.00269
"chr15"	70195658	70196158	501	"*"	5	4	5.59	-1.59	0.000702	0.00269
"chr21"	28429186	28429686	501	"*"	6.71	6.22	7.07	-0.85	0.000703	0.00269
"chr4"	155617224	155617724	501	"*"	3.98	2.07	4.77	-2.71	0.000703	0.00269
"chr20"	38117618	38118118	501	"*"	7.16	6.74	7.48	-0.74	0.000703	0.00269
"chr1"	240712004	240712504	501	"*"	5.11	4.16	5.68	-1.52	0.000703	0.00269
"chr12"	93943692	93944192	501	"*"	3.31	4.24	-0.04	4.27	0.000703	0.00269
"chr2"	24702733	24703233	501	"*"	5.53	4.74	6.04	-1.29	0.000703	0.00269
"chr1"	28354105	28354605	501	"*"	5.85	5.16	6.31	-1.15	0.000703	0.00269
"chr7"	150390228	150390728	501	"*"	4.08	2.38	4.83	-2.46	0.000703	0.00269
"chr8"	103108868	103109368	501	"*"	4.22	2.62	4.96	-2.34	0.000703	0.00269
"chr10"	32923053	32923553	501	"*"	3.5	4.37	0.98	3.39	0.000704	0.0027
"chr8"	8889935	8890435	501	"*"	3.5	4.37	0.98	3.39	0.000704	0.0027
"chr3"	117548127	117548627	501	"*"	6.87	6.41	7.22	-0.82	0.000705	0.0027
"chr19"	42129623	42130123	501	"*"	5.51	4.69	6.02	-1.34	0.000705	0.0027
"chr7"	106770098	106770598	501	"*"	7.68	7.32	7.96	-0.64	0.000706	0.0027
"chr13"	64248534	64249034	501	"*"	3.74	4.58	1.56	3.02	0.000706	0.0027
"chr6"	11251564	11252064	501	"*"	4.52	5.2	3.2	2	0.000706	0.0027
"chr5"	73948795	73949295	501	"*"	4.53	3.15	5.23	-2.08	0.000707	0.0027
"chr5"	33072294	33072794	501	"*"	4.12	2.5	4.86	-2.36	0.000707	0.0027
"chr9"	86512869	86513369	501	"*"	6.88	6.4	7.24	-0.85	0.000707	0.0027
"chr6"	155134877	155135377	501	"*"	5.79	5.08	6.26	-1.18	0.000707	0.00271
"chr16"	48558409	48558909	501	"*"	5.74	5.02	6.23	-1.21	0.000707	0.00271
"chr12"	9902873	9903373	501	"*"	3.33	4.26	-0.04	4.3	0.000708	0.00271
"chr8"	98322880	98323380	501	"*"	5	5.6	3.97	1.63	0.000708	0.00271
"chr21"	31222099	31222599	501	"*"	3.4	4.3	0.56	3.74	0.000708	0.00271
"chr18"	55837296	55837796	501	"*"	4.12	2.49	4.86	-2.38	0.000708	0.00271
"chr15"	63121622	63122122	501	"*"	5.78	6.27	5.04	1.23	0.000708	0.00271
"chr18"	74706997	74707497	501	"*"	3.5	4.37	0.94	3.42	0.000708	0.00271
"chr2"	219158520	219159020	501	"*"	3.5	4.37	0.94	3.42	0.000708	0.00271
"chr4"	91963396	91963896	501	"*"	5.04	4.04	5.62	-1.59	0.000708	0.00271
"chr18"	28066570	28067070	501	"*"	3.37	4.27	0.53	3.74	0.000709	0.00271
"chr6"	113829773	113830273	501	"*"	3.37	4.27	0.53	3.74	0.000709	0.00271
"chr2"	173982675	173983175	501	"*"	4.23	2.72	4.95	-2.24	0.000709	0.00271
"chr4"	74162081	74162581	501	"*"	4.52	5.2	3.22	1.98	0.000709	0.00271
"chr5"	138469857	138470357	501	"*"	4.47	3.16	5.15	-1.99	0.000709	0.00271
"chr2"	12046566	12047066	501	"*"	6.72	6.23	7.09	-0.86	0.000709	0.00271
"chr10"	109929527	109930027	501	"*"	5.32	5.87	4.42	1.45	0.00071	0.00271
"chr5"	158832673	158833173	501	"*"	3.79	1.7	4.61	-2.9	0.00071	0.00271
"chr17"	73058895	73059395	501	"*"	3.37	4.27	0.53	3.73	0.00071	0.00271
"chr18"	56661655	56662155	501	"*"	3.37	4.27	0.53	3.73	0.00071	0.00271
"chr14"	89429668	89430168	501	"*"	5.92	6.38	5.25	1.13	0.00071	0.00271
"chr3"	11323828	11324328	501	"*"	4.55	5.21	3.28	1.93	0.000711	0.00272
"chr14"	26289988	26290488	501	"*"	6.66	6.15	7.04	-0.89	0.000711	0.00272
"chr13"	47184198	47184698	501	"*"	4.06	2.22	4.84	-2.62	0.000711	0.00272
"chr11"	128045245	128045745	501	"*"	6.48	5.94	6.88	-0.93	0.000711	0.00272
"chr13"	63041943	63042443	501	"*"	5.44	4.61	5.96	-1.35	0.000711	0.00272
"chr3"	99751606	99752106	501	"*"	6.15	5.49	6.6	-1.1	0.000711	0.00272
"chr2"	12927861	12928361	501	"*"	4.55	5.22	3.29	1.93	0.000712	0.00272
"chr3"	147653221	147653721	501	"*"	3.62	4.47	1.31	3.16	0.000712	0.00272
"chr1"	52668716	52669216	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr11"	92415051	92415551	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr12"	102071354	102071854	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr13"	28727268	28727768	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr16"	64841102	64841602	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr18"	73975244	73975744	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr20"	23051759	23052259	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr22"	40624817	40625317	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr3"	59566337	59566837	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr3"	74602649	74603149	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr3"	99811243	99811743	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr5"	96633414	96633914	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr7"	55479156	55479656	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chrX"	115408697	115409197	501	"*"	3.3	4.23	-0.04	4.27	0.000713	0.00272
"chr3"	112674341	112674841	501	"*"	4.27	2.71	5	-2.3	0.000713	0.00272
"chr8"	106973126	106973626	501	"*"	5.51	6.02	4.71	1.31	0.000713	0.00272
"chr18"	27843147	27843647	501	"*"	3.37	4.27	0.53	3.74	0.000713	0.00272
"chr5"	126354926	126355426	501	"*"	3.37	4.27	0.53	3.74	0.000713	0.00272
"chr12"	12899546	12900046	501	"*"	6.05	5.42	6.5	-1.08	0.000714	0.00272
"chr5"	53343167	53343667	501	"*"	5.96	5.3	6.41	-1.11	0.000714	0.00273
"chr4"	155648067	155648567	501	"*"	3.96	4.74	2.11	2.63	0.000714	0.00273
"chr17"	2084878	2085378	501	"*"	5.7	6.19	4.96	1.23	0.000714	0.00273
"chr10"	114304169	114304669	501	"*"	6.5	5.95	6.89	-0.94	0.000714	0.00273
"chr4"	164239920	164240420	501	"*"	4.08	4.84	2.41	2.43	0.000714	0.00273
"chr13"	85488258	85488758	501	"*"	3.49	0.9	4.36	-3.46	0.000715	0.00273
"chr10"	46030171	46030671	501	"*"	3.68	1.48	4.51	-3.03	0.000715	0.00273
"chr11"	104713267	104713767	501	"*"	3.37	4.27	0.56	3.71	0.000716	0.00273
"chr13"	109080306	109080806	501	"*"	3.37	4.27	0.56	3.71	0.000716	0.00273
"chr13"	75788341	75788841	501	"*"	5.34	4.47	5.88	-1.41	0.000716	0.00273
"chr2"	195756139	195756639	501	"*"	4.21	2.61	4.95	-2.34	0.000716	0.00273
"chr3"	43406112	43406612	501	"*"	3.37	4.27	0.56	3.71	0.000717	0.00273
"chr2"	58939306	58939806	501	"*"	6.37	5.79	6.79	-1	0.000717	0.00274
"chr1"	228831041	228831541	501	"*"	3.37	4.27	0.53	3.73	0.000717	0.00274
"chr13"	95074343	95074843	501	"*"	3.37	4.27	0.53	3.73	0.000717	0.00274
"chr14"	61229446	61229946	501	"*"	3.37	4.27	0.53	3.73	0.000717	0.00274
"chr20"	41009923	41010423	501	"*"	3.37	4.27	0.53	3.73	0.000717	0.00274
"chr3"	159964291	159964791	501	"*"	6.21	5.61	6.64	-1.03	0.000718	0.00274
"chr11"	102971766	102972266	501	"*"	6.27	5.69	6.69	-1	0.000718	0.00274
"chr6"	112216552	112217052	501	"*"	6.92	6.46	7.27	-0.8	0.000719	0.00274
"chr7"	114958811	114959311	501	"*"	3.62	4.46	1.31	3.16	0.000719	0.00274
"chr9"	109310295	109310795	501	"*"	6.38	6.78	5.82	0.96	0.000719	0.00274
"chr1"	178417807	178418307	501	"*"	6	6.48	5.29	1.18	0.000719	0.00274
"chr10"	36681654	36682154	501	"*"	5.92	5.25	6.37	-1.12	0.00072	0.00275
"chr18"	51184997	51185497	501	"*"	3.38	4.27	0.56	3.71	0.00072	0.00275
"chr18"	49729631	49730131	501	"*"	5.65	6.17	4.83	1.34	0.00072	0.00275
"chr5"	74630724	74631224	501	"*"	7.08	6.65	7.41	-0.77	0.000721	0.00275
"chr18"	57788565	57789065	501	"*"	6.71	6.21	7.07	-0.86	0.000721	0.00275
"chr6"	13354280	13354780	501	"*"	6.49	5.96	6.88	-0.91	0.000722	0.00275
"chr13"	107348666	107349166	501	"*"	5.21	5.77	4.27	1.5	0.000722	0.00275
"chr6"	52416812	52417312	501	"*"	6.55	6.03	6.93	-0.9	0.000722	0.00275
"chr13"	99312378	99312878	501	"*"	4.35	2.92	5.05	-2.14	0.000722	0.00275
"chr16"	24994136	24994636	501	"*"	7.16	6.74	7.48	-0.73	0.000723	0.00275
"chr7"	12668817	12669317	501	"*"	4.79	5.42	3.66	1.75	0.000723	0.00276
"chr3"	21357240	21357740	501	"*"	4.04	4.82	2.26	2.56	0.000723	0.00276
"chr17"	64109838	64110338	501	"*"	3.37	4.27	0.56	3.71	0.000724	0.00276
"chr12"	53862690	53863190	501	"*"	3.31	4.24	-0.04	4.28	0.000724	0.00276
"chr17"	32183917	32184417	501	"*"	3.37	4.27	0.53	3.74	0.000724	0.00276
"chr6"	1114092	1114592	501	"*"	4.74	3.61	5.37	-1.76	0.000724	0.00276
"chr2"	46267494	46267994	501	"*"	3.73	4.56	1.57	2.98	0.000725	0.00276
"chr17"	61196156	61196656	501	"*"	5.16	4.23	5.72	-1.48	0.000725	0.00276
"chr14"	61653432	61653932	501	"*"	4.7	5.35	3.47	1.88	0.000725	0.00276
"chr17"	50037680	50038180	501	"*"	5.74	6.23	5	1.23	0.000726	0.00277
"chr15"	78872719	78873219	501	"*"	5.31	4.44	5.85	-1.41	0.000726	0.00277
"chr6"	47731349	47731849	501	"*"	5.57	4.79	6.07	-1.28	0.000726	0.00277
"chr3"	112822528	112823028	501	"*"	6.68	6.19	7.04	-0.86	0.000727	0.00277
"chr2"	28449693	28450193	501	"*"	4.27	2.71	5	-2.29	0.000727	0.00277
"chr6"	52595073	52595573	501	"*"	6.92	7.27	6.46	0.81	0.000727	0.00277
"chr3"	106970879	106971379	501	"*"	3.5	4.37	0.94	3.43	0.000727	0.00277
"chr21"	36211977	36212477	501	"*"	4.69	3.49	5.33	-1.84	0.000727	0.00277
"chr6"	140987805	140988305	501	"*"	3.97	2.07	4.76	-2.7	0.000727	0.00277
"chr2"	215601954	215602454	501	"*"	6.12	5.5	6.56	-1.06	0.000727	0.00277
"chr1"	222283114	222283614	501	"*"	6.68	6.16	7.06	-0.9	0.000727	0.00277
"chr15"	85350278	85350778	501	"*"	4.33	2.91	5.03	-2.12	0.000727	0.00277
"chr18"	68178090	68178590	501	"*"	7.38	6.99	7.69	-0.7	0.000727	0.00277
"chr9"	34238023	34238523	501	"*"	4.64	5.34	3.26	2.08	0.000727	0.00277
"chr1"	55724420	55724920	501	"*"	7.42	7.03	7.73	-0.7	0.000728	0.00277
"chr13"	99045365	99045865	501	"*"	5.34	5.87	4.48	1.39	0.000728	0.00277
"chr9"	86830343	86830843	501	"*"	3.66	1.49	4.49	-3	0.000729	0.00278
"chr5"	91017202	91017702	501	"*"	5.84	6.33	5.1	1.23	0.00073	0.00278
"chr7"	136998440	136998940	501	"*"	7.08	6.64	7.41	-0.78	0.00073	0.00278
"chr10"	4770670	4771170	501	"*"	8.07	7.75	8.33	-0.59	0.00073	0.00278
"chr6"	121550508	121551008	501	"*"	3.93	2.07	4.71	-2.64	0.00073	0.00278
"chr1"	79293576	79294076	501	"*"	3.37	4.27	0.53	3.73	0.00073	0.00278
"chr2"	209432701	209433201	501	"*"	3.37	4.27	0.53	3.73	0.00073	0.00278
"chr21"	46029064	46029564	501	"*"	5.54	4.75	6.05	-1.3	0.00073	0.00278
"chr2"	241356096	241356596	501	"*"	3.68	1.51	4.52	-3.01	0.000731	0.00278
"chr17"	8630629	8631129	501	"*"	4.75	3.56	5.39	-1.83	0.000731	0.00278
"chr14"	71701940	71702440	501	"*"	7.05	6.6	7.39	-0.79	0.000731	0.00278
"chr10"	101065968	101066468	501	"*"	7.02	6.57	7.35	-0.78	0.000731	0.00278
"chr14"	81402006	81402506	501	"*"	5.4	5.93	4.54	1.4	0.000732	0.00278
"chr11"	3962558	3963058	501	"*"	5.69	6.21	4.89	1.32	0.000732	0.00279
"chr17"	16329362	16329862	501	"*"	3.57	1.22	4.42	-3.2	0.000733	0.00279
"chr4"	182533894	182534394	501	"*"	3.87	4.67	1.94	2.72	0.000733	0.00279
"chr17"	67520540	67521040	501	"*"	6.03	6.75	4.53	2.22	0.000733	0.00279
"chr2"	237201979	237202479	501	"*"	6.89	6.42	7.25	-0.83	0.000733	0.00279
"chr1"	3666473	3666973	501	"*"	3.72	4.55	1.52	3.03	0.000733	0.00279
"chr9"	129138655	129139155	501	"*"	5.04	4.04	5.62	-1.59	0.000733	0.00279
"chrX"	31112096	31112596	501	"*"	3.91	4.71	1.96	2.75	0.000733	0.00279
"chr1"	207964156	207964656	501	"*"	4.64	5.3	3.37	1.93	0.000733	0.00279
"chr9"	137200576	137201076	501	"*"	3.65	1.5	4.48	-2.98	0.000734	0.00279
"chr19"	32349531	32350031	501	"*"	4.2	4.95	2.52	2.43	0.000734	0.00279
"chr22"	19878830	19879330	501	"*"	8.02	8.3	7.68	0.63	0.000734	0.00279
"chr9"	77063770	77064270	501	"*"	4.59	5.25	3.35	1.9	0.000734	0.00279
"chr3"	29605845	29606345	501	"*"	4.86	3.71	5.49	-1.78	0.000734	0.00279
"chr5"	89951748	89952248	501	"*"	4.38	2.99	5.07	-2.08	0.000734	0.00279
"chr8"	127490925	127491425	501	"*"	5.17	4.23	5.74	-1.51	0.000735	0.00279
"chr5"	34526409	34526909	501	"*"	4.96	5.57	3.91	1.65	0.000735	0.00279
"chr1"	28098313	28099309	997	"*"	5.18	4.27	5.74	-1.47	0.000735	0.00279
"chr1"	206791775	206792275	501	"*"	6.69	7.05	6.2	0.86	0.000735	0.0028
"chr20"	34001305	34001805	501	"*"	5.82	5.12	6.28	-1.16	0.000735	0.0028
"chr8"	118766730	118767230	501	"*"	5.87	5.09	6.37	-1.28	0.000735	0.0028
"chr2"	237964851	237965351	501	"*"	5.39	4.55	5.92	-1.36	0.000736	0.0028
"chr6"	101723087	101723587	501	"*"	8.07	7.75	8.32	-0.57	0.000736	0.0028
"chr2"	141021082	141021582	501	"*"	5.28	6.18	2.39	3.79	0.000736	0.0028
"chr11"	111829089	111829589	501	"*"	4.07	2.37	4.83	-2.46	0.000736	0.0028
"chr4"	183328903	183329403	501	"*"	4.59	5.25	3.34	1.91	0.000736	0.0028
"chr14"	68908746	68909246	501	"*"	3.3	4.23	-0.04	4.27	0.000736	0.0028
"chr15"	37125043	37125543	501	"*"	3.3	4.23	-0.04	4.27	0.000736	0.0028
"chr2"	150409139	150409639	501	"*"	3.3	4.23	-0.04	4.27	0.000736	0.0028
"chr21"	32650973	32651473	501	"*"	3.3	4.23	-0.04	4.27	0.000736	0.0028
"chr4"	168162592	168163092	501	"*"	3.3	4.23	-0.04	4.27	0.000736	0.0028
"chr5"	38876596	38877096	501	"*"	3.3	4.23	-0.04	4.27	0.000736	0.0028
"chr6"	45511763	45512263	501	"*"	3.3	4.23	-0.04	4.27	0.000736	0.0028
"chr10"	97475858	97476358	501	"*"	5.4	5.93	4.55	1.38	0.000737	0.0028
"chr18"	25097028	25097528	501	"*"	5.16	4.23	5.71	-1.48	0.000737	0.0028
"chr19"	40639583	40640083	501	"*"	3.37	4.27	0.56	3.71	0.000738	0.0028
"chr7"	123870658	123871158	501	"*"	3.37	4.27	0.56	3.71	0.000738	0.0028
"chr4"	141333734	141334234	501	"*"	6.17	6.61	5.53	1.08	0.000738	0.0028
"chr8"	123038538	123039038	501	"*"	3.58	4.43	1.28	3.16	0.000738	0.0028
"chr2"	72722585	72723085	501	"*"	7.59	7.21	7.89	-0.68	0.000738	0.0028
"chr5"	138465272	138465772	501	"*"	4.55	3.3	5.21	-1.91	0.000739	0.00281
"chr14"	80425654	80426154	501	"*"	8.73	8.44	8.97	-0.53	0.000739	0.00281
"chr13"	110312431	110312931	501	"*"	5.52	4.71	6.03	-1.31	0.00074	0.00281
"chr3"	123658031	123658531	501	"*"	6.1	6.53	5.47	1.06	0.000741	0.00281
"chr4"	72919933	72920433	501	"*"	4.08	4.86	2.25	2.61	0.000741	0.00281
