"seqnames"	"start"	"end"	"width"	"strand"	"width.1"	"strand.1"	"Conc"	"Conc_dex"	"Conc_control"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"chr9"	134750449	134750948	500	"*"	501	"*"	3.41	0.63	4.3	-3.67	0.000473	0.0153	"Exon (uc004cfe.5/1289, exon 12 of 66)"	9	134641774	134844843	203070	1	"1289"	"uc004cfe.5"	108675	"ENSG00000130635"	"COL5A1"	"collagen type V alpha 1 chain"
"chr12"	77940172	77940671	500	"*"	501	"*"	5.77	5	6.27	-1.27	0.000476	0.0153	"Promoter (<=1kb)"	12	77940267	77950895	10629	1	"89795"	"uc058rfs.1"	0	"ENSG00000067798"	"NAV3"	"neuron navigator 3"
"chr5"	31123833	31124332	500	"*"	501	"*"	4.04	2.32	4.8	-2.48	0.000477	0.0154	"Intron (uc063cqu.1/uc063cqu.1, intron 1 of 4)"	5	31193750	31318346	124597	1	"1004"	"uc063cqv.1"	-69418	"ENSG00000113361"	"CDH6"	"cadherin 6"
"chr18"	56168331	56168830	500	"*"	501	"*"	4.17	2.57	4.91	-2.35	0.000478	0.0154	"Intron (uc060pkt.1/uc060pkt.1, intron 3 of 8)"	18	56083356	56137536	54181	2	"100505474"	"uc002lgf.1"	-30795	"ENSG00000267712"	"LINC01539"	"long intergenic non-protein coding RNA 1539"
"chr4"	168716640	168717139	500	"*"	501	"*"	3.66	4.51	1.26	3.25	0.000479	0.0154	"Intron (uc003iru.3/23022, intron 10 of 20)"	4	168497066	168928457	431392	1	"23022"	"uc003iru.3"	219574	"ENSG00000129116"	"PALLD"	"palladin, cytoskeletal associated protein"
"chr15"	60344805	60345304	500	"*"	501	"*"	6.21	6.64	5.6	1.04	0.000481	0.0154	"Downstream (1-2kb)"	15	60349075	60351553	2479	2	"302"	"uc059jwj.1"	6249	"ENSG00000182718"	"ANXA2"	"annexin A2"
"chr1"	183270649	183271148	500	"*"	501	"*"	4.86	3.73	5.48	-1.74	0.000482	0.0154	"Intron (uc001gqb.2/23057, intron 8 of 10)"	1	183248237	183304874	56638	2	"23057"	"uc001gqb.2"	33726	"ENSG00000157064"	"NMNAT2"	"nicotinamide nucleotide adenylyltransferase 2"
"chr3"	105371978	105372477	500	"*"	501	"*"	3.52	4.41	0.76	3.65	0.000482	0.0154	"Intron (uc003dvx.4/214, intron 1 of 15)"	3	105366909	105576900	209992	1	"214"	"uc003dvx.4"	5069	"ENSG00000170017"	"ALCAM"	"activated leukocyte cell adhesion molecule"
"chr2"	48855152	48855651	500	"*"	501	"*"	3.37	4.3	-0.16	4.46	0.000482	0.0154	"Intron (uc284pou.1/uc284pou.1, intron 1 of 4)"	2	48768962	48776481	7520	1	"286749"	"uc061jav.1"	86190	"ENSG00000068781"	"STON1-GTF2A1L"	"STON1-GTF2A1L readthrough"
"chr12"	75505690	75506189	500	"*"	501	"*"	4.98	3.95	5.57	-1.62	0.000484	0.0154	"Exon (uc058rch.1/11103, exon 4 of 4)"	12	75490861	75511621	20761	2	"11103"	"uc001sxt.4"	5432	"ENSG00000111615"	"KRR1"	"KRR1, small subunit processome component homolog"
"chr1"	223771731	223772230	500	"*"	501	"*"	4.83	3.57	5.5	-1.93	0.000486	0.0155	"Exon (uc010puy.3/824, exon 19 of 21)"	1	223701593	223776016	74424	1	"824"	"uc010puy.3"	70138	"ENSG00000162909"	"CAPN2"	"calpain 2"
"chr2"	100281512	100282011	500	"*"	501	"*"	3.37	4.31	-0.16	4.47	0.000486	0.0155	"3' UTR"	2	100273291	100322733	49443	2	"164832"	"uc002tal.4"	40722	"ENSG00000170500"	"LONRF2"	"LON peptidase N-terminal domain and ring finger 2"
"chr15"	42575434	42575933	500	"*"	501	"*"	6.91	7.28	6.41	0.87	0.000488	0.0155	"Promoter (<=1kb)"	15	42575659	42673114	97456	1	"57519"	"uc059ifv.1"	0	"ENSG00000159433"	"STARD9"	"StAR related lipid transfer domain containing 9"
"chr9"	121347355	121347854	500	"*"	501	"*"	3.38	4.32	-0.16	4.47	0.000491	0.0156	"Intron (uc064vlh.1/2040, intron 5 of 5)"	9	121338988	121370304	31317	2	"2040"	"uc064vlh.1"	22450	"ENSG00000148175"	"STOM"	"stomatin"
"chr17"	7851619	7852118	500	"*"	501	"*"	4.84	3.73	5.46	-1.73	0.000492	0.0156	"Exon (uc002giw.2/23135, exon 17 of 22)"	17	7839904	7854796	14893	1	"23135"	"uc002giw.2"	11715	"ENSG00000132510"	"KDM6B"	"lysine demethylase 6B"
"chr5"	169650915	169651414	500	"*"	501	"*"	4.15	2.55	4.89	-2.34	0.000492	0.0156	"Intron (uc003maf.3/1794, intron 1 of 51)"	5	169637247	170083382	446136	1	"1794"	"uc003maf.3"	13668	"ENSG00000134516"	"DOCK2"	"dedicator of cytokinesis 2"
"chr17"	64590851	64591350	500	"*"	501	"*"	4.39	3.01	5.09	-2.07	0.000494	0.0156	"3' UTR"	17	64542295	64661897	119603	2	"64750"	"uc060ixq.1"	70547	"ENSG00000108854"	"SMURF2"	"SMAD specific E3 ubiquitin protein ligase 2"
"chr13"	101217075	101217574	500	"*"	501	"*"	3.37	4.31	-0.16	4.47	0.000494	0.0156	"Intron (uc001vox.2/259232, intron 13 of 43)"	13	101053776	101416355	362580	2	"259232"	"uc001vox.2"	198781	"ENSG00000102452"	"NALCN"	"sodium leak channel, non-selective"
"chr2"	191696182	191696681	500	"*"	501	"*"	4.56	3.29	5.22	-1.93	0.000495	0.0156	"3' UTR"	2	191678136	191696659	18524	1	"64859"	"uc002usw.4"	18046	"ENSG00000173559"	"NABP1"	"nucleic acid binding protein 1"
"chr7"	50657399	50657898	500	"*"	501	"*"	3.84	4.66	1.76	2.9	0.000497	0.0157	"Intron (uc003tph.4/2887, intron 4 of 15)"	7	50590063	50705301	115239	2	"2887"	"uc003tph.4"	47403	"ENSG00000106070"	"GRB10"	"growth factor receptor bound protein 10"
"chr10"	103614839	103615338	500	"*"	501	"*"	4.87	3.74	5.49	-1.75	0.000504	0.0159	"Intron (uc057vtj.1/9644, intron 11 of 14)"	10	103594027	103855543	261517	2	"9644"	"uc057vtj.1"	240205	"ENSG00000107957"	"SH3PXD2A"	"SH3 and PX domains 2A"
"chr11"	88420236	88420735	500	"*"	501	"*"	3.36	4.3	-0.16	4.45	0.000507	0.0159	"Distal Intergenic"	11	88293592	88337787	44196	2	"1075"	"uc001pck.5"	-82449	"ENSG00000109861"	"CTSC"	"cathepsin C"
"chr15"	37046837	37047336	500	"*"	501	"*"	3.36	4.3	-0.16	4.45	0.000507	0.0159	"Intron (uc001zjr.5/4212, intron 7 of 11)"	15	36889204	37099885	210682	2	"4212"	"uc001zjr.5"	52549	"ENSG00000134138"	"MEIS2"	"Meis homeobox 2"
"chr9"	121354224	121354723	500	"*"	501	"*"	3.36	4.3	-0.16	4.45	0.000507	0.0159	"Exon (uc064vlh.1/2040, exon 3 of 6)"	9	121338988	121370304	31317	2	"2040"	"uc064vlh.1"	15581	"ENSG00000148175"	"STOM"	"stomatin"
"chr4"	168839998	168840497	500	"*"	501	"*"	5.03	5.62	3.99	1.64	0.000507	0.0159	"Intron (uc003iru.3/23022, intron 10 of 20)"	4	168497066	168928457	431392	1	"23022"	"uc003iru.3"	342932	"ENSG00000129116"	"PALLD"	"palladin, cytoskeletal associated protein"
"chr13"	109774382	109774881	500	"*"	501	"*"	3.9	4.71	1.92	2.78	0.000508	0.0159	"Intron (uc001vqv.4/8660, intron 1 of 1)"	13	109752698	109786568	33871	2	"8660"	"uc001vqv.4"	11687	"ENSG00000185950"	"IRS2"	"insulin receptor substrate 2"
"chr6"	111625648	111626147	500	"*"	501	"*"	4.93	5.54	3.84	1.7	0.000508	0.0159	"Distal Intergenic"	6	111558940	111606278	47339	2	"10758"	"uc063qrm.1"	-19370	"ENSG00000056972"	"TRAF3IP2"	"TRAF3 interacting protein 2"
"chr3"	48687569	48688068	500	"*"	501	"*"	4.32	5.05	2.76	2.29	0.000512	0.016	"3' UTR"	3	48688003	48717250	29248	2	"51447"	"uc003cuq.4"	29182	"ENSG00000068745"	"IP6K2"	"inositol hexakisphosphate kinase 2"
"chr5"	55962335	55962834	500	"*"	501	"*"	3.51	4.4	0.76	3.64	0.000513	0.016	"Intron (uc003jqq.4/3572, intron 7 of 16)"	5	55935095	55994993	59899	2	"3572"	"uc003jqq.4"	32159	"ENSG00000134352"	"IL6ST"	"interleukin 6 signal transducer"
"chr3"	38829229	38829728	500	"*"	501	"*"	3.56	1.16	4.42	-3.26	0.000513	0.016	"Distal Intergenic"	3	38696802	38794010	97209	2	"6336"	"uc003ciq.4"	-35219	"ENSG00000185313"	"SCN10A"	"sodium voltage-gated channel alpha subunit 10"
"chr3"	152385667	152386166	500	"*"	501	"*"	4.74	5.38	3.57	1.81	0.000514	0.016	"Intron (uc062pck.1/4154, intron 2 of 9)"	3	152268040	152465779	197740	1	"4154"	"uc062pck.1"	117627	"ENSG00000152601"	"MBNL1"	"muscleblind like splicing regulator 1"
"chr18"	61606478	61606977	500	"*"	501	"*"	3.97	2.13	4.76	-2.62	0.000514	0.016	"Exon (uc060psg.1/uc060psg.1, exon 1 of 5)"	18	61549866	61554358	4493	1	"28316"	"uc060psd.1"	56612	"ENSG00000101542"	"CDH20"	"cadherin 20"
"chr1"	169485560	169486059	500	"*"	501	"*"	7.31	7.63	6.89	0.74	0.000515	0.016	"Promoter (<=1kb)"	1	169463909	169486003	22095	2	"10560"	"uc001gge.5"	0	"ENSG00000117479"	"SLC19A2"	"solute carrier family 19 member 2"
"chr20"	25256253	25256752	500	"*"	501	"*"	3.81	4.65	1.53	3.12	0.000517	0.016	"Intron (uc002wup.4/5834, intron 1 of 19)"	20	25248069	25298014	49946	1	"5834"	"uc002wup.4"	8184	"ENSG00000100994"	"PYGB"	"glycogen phosphorylase B"
"chr7"	38681812	38682311	500	"*"	501	"*"	4.22	4.96	2.61	2.35	0.000517	0.016	"Distal Intergenic"	7	38726109	38727186	1078	2	"27072"	"uc064cyp.1"	44875	"ENSG00000006715"	"VPS41"	"VPS41, HOPS complex subunit"
"chr10"	91642872	91643371	500	"*"	501	"*"	3.85	4.65	1.84	2.81	0.000521	0.0161	"Distal Intergenic"	10	91628442	91633054	4613	2	"5507"	"uc001kho.4"	-9818	"ENSG00000119938"	"PPP1R3C"	"protein phosphatase 1 regulatory subunit 3C"
"chr18"	22638972	22639471	500	"*"	501	"*"	4.38	2.9	5.09	-2.19	0.000523	0.0162	"Distal Intergenic"	18	22723503	22731565	8063	2	"101927571"	"uc060nvy.1"	92094	"ENSG00000266850"	"LOC101927571"	"uncharacterized LOC101927571"
"chr16"	23149137	23149636	500	"*"	501	"*"	5.25	5.8	4.35	1.46	0.000527	0.0163	"Promoter (<=1kb)"	16	23061406	23149270	87865	2	"57478"	"uc002dll.4"	0	"ENSG00000103404"	"USP31"	"ubiquitin specific peptidase 31"
"chr2"	168455828	168456327	500	"*"	501	"*"	7.01	7.35	6.56	0.79	0.000528	0.0163	"Promoter (<=1kb)"	2	168455862	168775137	319276	1	"253782"	"uc002ueb.3"	0	"ENSG00000172292"	"CERS6"	"ceramide synthase 6"
"chr2"	133818057	133818556	500	"*"	501	"*"	5.98	5.3	6.44	-1.14	0.000528	0.0163	"Distal Intergenic"	2	132673049	133568463	895415	2	"344148"	"uc002ttq.4"	-249594	"ENSG00000176771"	"NCKAP5"	"NCK associated protein 5"
"chr13"	48251738	48252237	500	"*"	501	"*"	5.22	5.78	4.3	1.48	0.000529	0.0163	"Intron (uc001vbz.4/9445, intron 1 of 5)"	13	48233158	48270357	37200	1	"9445"	"uc001vbz.4"	18580	"ENSG00000136156"	"ITM2B"	"integral membrane protein 2B"
"chr13"	30909631	30910130	500	"*"	501	"*"	3.5	4.39	0.76	3.63	0.00053	0.0163	"Intron (uc001uth.5/84935, intron 1 of 4)"	13	30881933	30931283	49351	2	"100507064"	"uc058weg.1"	21153	"ENSG00000224743"	"TEX26-AS1"	"TEX26 antisense RNA 1"
"chr1"	231039910	231040409	500	"*"	501	"*"	4.45	5.16	3.01	2.15	0.000534	0.0164	"Promoter (<=1kb)"	1	231018958	231040246	21289	2	"375061"	"uc001hui.3"	0	"ENSG00000182118"	"FAM89A"	"family with sequence similarity 89 member A"
"chr13"	109758273	109758772	500	"*"	501	"*"	3.44	4.35	0.48	3.86	0.000535	0.0164	"Intron (uc001vqv.4/8660, intron 1 of 1)"	13	109752698	109786568	33871	2	"8660"	"uc001vqv.4"	27796	"ENSG00000185950"	"IRS2"	"insulin receptor substrate 2"
"chr11"	76670367	76670866	500	"*"	501	"*"	4.31	2.85	5.02	-2.17	0.000537	0.0165	"Promoter (<=1kb)"	11	76657524	76670747	13224	2	"2615"	"uc001oxr.4"	0	"ENSG00000137507"	"LRRC32"	"leucine rich repeat containing 32"
"chr1"	116393370	116393869	500	"*"	501	"*"	3.45	4.35	0.48	3.87	0.000538	0.0165	"Exon (uc001ege.5/476, exon 12 of 23)"	1	116373260	116404774	31515	1	"476"	"uc001ege.5"	20110	"ENSG00000163399"	"ATP1A1"	"ATPase Na+/K+ transporting subunit alpha 1"
"chr9"	115615751	115616250	500	"*"	501	"*"	4.57	3.32	5.23	-1.91	0.000542	0.0166	"Distal Intergenic"	9	115739663	115744239	4577	2	"101928775"	"uc033dgb.2"	127989	"ENSG00000228714"	"LOC101928775"	"uncharacterized LOC101928775"
"chr5"	73692021	73692520	500	"*"	501	"*"	3.74	1.5	4.57	-3.07	0.000543	0.0166	"Intron (uc063enj.1/64283, intron 2 of 34)"	5	73626158	73911697	285540	1	"64283"	"uc063enj.1"	65863	"ENSG00000214944"	"ARHGEF28"	"Rho guanine nucleotide exchange factor 28"
"chr10"	12247261	12247760	500	"*"	501	"*"	3.45	4.36	0.48	3.88	0.000543	0.0166	"Exon (uc057rsy.1/uc057rsy.1, exon 1 of 2)"	10	12195966	12250588	54623	1	"8872"	"uc001ill.4"	51295	"ENSG00000151465"	"CDC123"	"cell division cycle 123"
"chr10"	62071377	62071876	500	"*"	501	"*"	4.27	2.76	5	-2.23	0.000548	0.0167	"Intron (uc001jlt.3/84159, intron 8 of 9)"	10	61901300	62096944	195645	1	"84159"	"uc001jlt.3"	170077	"ENSG00000150347"	"ARID5B"	"AT-rich interaction domain 5B"
"chr10"	13161429	13161928	500	"*"	501	"*"	3.48	0.85	4.35	-3.5	0.000549	0.0167	"Promoter (<=1kb)"	10	13161554	13211104	49551	1	"55388"	"uc001imb.3"	0	"ENSG00000065328"	"MCM10"	"minichromosome maintenance 10 replication initiation factor"
"chr22"	30408803	30409302	500	"*"	501	"*"	4.75	5.41	3.51	1.91	0.000549	0.0167	"Promoter (<=1kb)"	22	30409022	30416007	6986	1	"23541"	"uc062dcx.1"	0	"ENSG00000100003"	"SEC14L2"	"SEC14 like lipid binding 2"
"chr3"	183370763	183371262	500	"*"	501	"*"	4.47	5.16	3.12	2.04	0.000552	0.0168	"Intron (uc003fli.3/23101, intron 3 of 29)"	3	183178043	183428275	250233	2	"23101"	"uc003fli.3"	57013	"ENSG00000053524"	"MCF2L2"	"MCF.2 cell line derived transforming sequence-like 2"
"chr16"	86307092	86307591	500	"*"	501	"*"	4.35	5.05	2.92	2.13	0.000553	0.0168	"Distal Intergenic"	16	86286427	86293389	6963	1	"146513"	"uc021tmf.2"	20665	"ENSG00000268532"	"LINC02135"	"long intergenic non-protein coding RNA 2135"
"chr17"	64534344	64534843	500	"*"	501	"*"	5.73	4.97	6.23	-1.26	0.000554	0.0168	"3' UTR"	17	64506588	64537942	31355	1	"90799"	"uc002jem.4"	27756	"ENSG00000258890"	"CEP95"	"centrosomal protein 95"
"chr13"	23758656	23759155	500	"*"	501	"*"	3.42	4.32	0.48	3.84	0.000555	0.0168	"Promoter (1-2kb)"	13	23730189	23760573	30385	2	"4285"	"uc058vxe.1"	1418	"ENSG00000027001"	"MIPEP"	"mitochondrial intermediate peptidase"
"chr11"	65931110	65931609	500	"*"	501	"*"	3.23	-0.37	4.17	-4.54	0.000556	0.0168	"Distal Intergenic"	11	65920314	65921450	1137	1	"10589"	"uc058dsd.1"	10796	"ENSG00000175550"	"DRAP1"	"DR1 associated protein 1"
"chr19"	3655655	3656154	500	"*"	501	"*"	4.16	2.57	4.9	-2.33	0.000556	0.0168	"Intron (uc002lyj.3/23396, intron 6 of 17)"	19	3630183	3700479	70297	2	"23396"	"uc002lyj.3"	44325	"ENSG00000186111"	"PIP5K1C"	"phosphatidylinositol-4-phosphate 5-kinase type 1 gamma"
"chr6"	16277533	16278032	500	"*"	501	"*"	3.73	4.58	1.43	3.15	0.000557	0.0168	"Intron (uc003nbs.3/2766, intron 5 of 8)"	6	16238580	16295549	56970	1	"2766"	"uc003nbs.3"	38953	"ENSG00000137198"	"GMPR"	"guanosine monophosphate reductase"
"chr2"	28300723	28301222	500	"*"	501	"*"	4.38	5.11	2.82	2.29	0.000559	0.0168	"Intron (uc002rls.4/9577, intron 11 of 12)"	2	27890729	28338901	448173	1	"9577"	"uc002rls.4"	409994	"ENSG00000158019"	"BABAM2"	"BRISC and BRCA1 A complex member 2"
"chr17"	8620242	8620741	500	"*"	501	"*"	3.73	1.55	4.56	-3.02	0.000561	0.0169	"Intron (uc002glm.4/4628, intron 2 of 42)"	17	8474205	8630761	156557	2	"4628"	"uc002glm.4"	10020	"ENSG00000133026"	"MYH10"	"myosin heavy chain 10"
"chr2"	223979488	223979987	500	"*"	501	"*"	3.81	1.82	4.61	-2.8	0.000563	0.0169	"Exon (uc061tcr.1/5270, exon 1 of 2)"	2	223975112	224039288	64177	2	"5270"	"uc002vnv.3"	59301	"ENSG00000135919"	"SERPINE2"	"serpin family E member 2"
"chr2"	128316148	128316647	500	"*"	501	"*"	4.15	4.91	2.48	2.43	0.000563	0.0169	"Promoter (1-2kb)"	2	128236716	128318396	81681	2	"9394"	"uc061nrr.1"	1749	"ENSG00000136720"	"HS6ST1"	"heparan sulfate 6-O-sulfotransferase 1"
"chr9"	76271729	76272228	500	"*"	501	"*"	3.36	4.29	-0.16	4.45	0.000563	0.0169	"Intron (uc004akc.2/5125, intron 24 of 36)"	9	75890644	76362339	471696	1	"5125"	"uc004akc.2"	381085	"ENSG00000099139"	"PCSK5"	"proprotein convertase subtilisin/kexin type 5"
"chr1"	240232638	240233137	500	"*"	501	"*"	4.49	3.16	5.16	-2.01	0.000565	0.0169	"Intron (uc010pyd.3/56776, intron 6 of 17)"	1	240091880	240475189	383310	1	"56776"	"uc010pyd.3"	140758	"ENSG00000155816"	"FMN2"	"formin 2"
"chr6"	35596506	35597005	500	"*"	501	"*"	3.35	4.29	-0.16	4.44	0.000565	0.0169	"Intron (uc011dte.1/2289, intron 6 of 10)"	6	35573585	35688915	115331	2	"2289"	"uc011dte.1"	91910	"ENSG00000096060"	"FKBP5"	"FK506 binding protein 5"
"chr2"	189337702	189338201	500	"*"	501	"*"	4.5	5.17	3.18	1.99	0.000566	0.0169	"Distal Intergenic"	2	189441433	189475565	34133	1	"84128"	"uc002uql.2"	-103232	"ENSG00000115368"	"WDR75"	"WD repeat domain 75"
"chr12"	32106627	32107126	500	"*"	501	"*"	7.6	7.22	7.9	-0.68	0.000566	0.0169	"Promoter (<=1kb)"	12	32106885	32108329	1445	1	"636"	"uc058mnu.1"	0	"ENSG00000151746"	"BICD1"	"BICD cargo adaptor 1"
"chr1"	173477135	173477634	500	"*"	501	"*"	6.92	7.29	6.43	0.86	0.000567	0.0169	"Promoter (<=1kb)"	1	173477266	173488807	11542	1	"9588"	"uc001giy.2"	0	"ENSG00000117592"	"PRDX6"	"peroxiredoxin 6"
"chr20"	45339075	45339574	500	"*"	501	"*"	4.25	2.78	4.97	-2.19	0.000567	0.0169	"Intron (uc002xnu.4/6385, intron 1 of 4)"	20	45325288	45348424	23137	2	"6385"	"uc002xnu.4"	8850	"ENSG00000124145"	"SDC4"	"syndecan 4"
"chr15"	80814607	80815106	500	"*"	501	"*"	3.28	-0.37	4.22	-4.59	0.000568	0.0169	"Intron (uc002bfw.2/57214, intron 1 of 28)"	15	80779343	80951776	172434	1	"57214"	"uc002bfw.2"	35264	"ENSG00000103888"	"CEMIP"	"cell migration inducing hyaluronidase 1"
"chrX"	110081976	110082475	500	"*"	501	"*"	3.69	4.55	1.31	3.23	0.000569	0.0169	"Promoter (<=1kb)"	23	110082118	110082218	101	1	"100616491"	"uc022ccj.1"	0	"ENSG00000265584"	"MIR3978"	"microRNA 3978"
"chr2"	54207745	54208244	500	"*"	501	"*"	3.34	4.28	-0.16	4.43	0.00057	0.0169	"Intron (uc061jdu.1/98, intron 6 of 6)"	2	53971103	54304859	333757	1	"98"	"uc061jdu.1"	236642	"ENSG00000170634"	"ACYP2"	"acylphosphatase 2"
"chr8"	122318735	122319234	500	"*"	501	"*"	4.58	3.34	5.24	-1.9	0.000572	0.0169	"Distal Intergenic"	8	122414332	122428551	14220	2	"105375734"	"uc064pvv.1"	109317	NA	"SMILR"	"smooth muscle induced lncRNA, enhancer of proliferation"
"chr3"	106013902	106014401	500	"*"	501	"*"	4.52	3.24	5.19	-1.95	0.000573	0.017	"Distal Intergenic"	3	105680992	105869043	188052	2	"868"	"uc003dwe.3"	-144859	"ENSG00000114423"	"CBLB"	"Cbl proto-oncogene B"
"chr11"	122189157	122189656	500	"*"	501	"*"	5.95	5.29	6.4	-1.11	0.000576	0.017	"Intron (uc058int.1/399959, intron 1 of 2)"	11	122155422	122203062	47641	2	"399959"	"uc058int.1"	13406	"ENSG00000255248"	"MIR100HG"	"mir-100-let-7a-2-mir-125b-1 cluster host gene"
"chr22"	26703377	26703876	500	"*"	501	"*"	3.77	4.59	1.67	2.91	0.000588	0.0174	"Intron (uc062cre.1/102724827, intron 2 of 4)"	22	26672767	26734455	61689	1	"102724827"	"uc062cre.1"	30610	NA	"MIATNB"	"MIAT neighbor (non-protein coding)"
"chr1"	205298357	205298856	500	"*"	501	"*"	4.4	3.03	5.09	-2.07	0.000589	0.0174	"Distal Intergenic"	1	205302059	205321791	19733	2	"81788"	"uc001hce.5"	22935	"ENSG00000163545"	"NUAK2"	"NUAK family kinase 2"
"chr10"	90960352	90960851	500	"*"	501	"*"	4.01	4.81	2.1	2.7	0.000592	0.0174	"Distal Intergenic"	10	90912096	90921276	9181	2	"27063"	"uc001khe.2"	-39076	"ENSG00000148677"	"ANKRD1"	"ankyrin repeat domain 1"
"chr11"	122105076	122105575	500	"*"	501	"*"	4.2	2.65	4.93	-2.29	0.000593	0.0174	"Promoter (<=1kb)"	11	122091254	122105169	13916	2	"399959"	"uc058inn.1"	0	"ENSG00000255248"	"MIR100HG"	"mir-100-let-7a-2-mir-125b-1 cluster host gene"
"chr10"	126421603	126422102	500	"*"	501	"*"	4.23	2.65	4.97	-2.32	0.000594	0.0175	"Promoter (<=1kb)"	10	126413869	126421879	8011	2	"101101772"	"uc031pxp.1"	0	"ENSG00000235180"	"LINC00601"	"long intergenic non-protein coding RNA 601"
"chr14"	96122419	96122918	500	"*"	501	"*"	3.3	0.27	4.21	-3.94	6e-04	0.0176	"Distal Intergenic"	14	96204679	96244166	39488	1	"624"	"uc010avl.3"	-81761	"ENSG00000168398"	"BDKRB2"	"bradykinin receptor B2"
"chr3"	177723952	177724451	500	"*"	501	"*"	3.82	4.63	1.8	2.83	0.000603	0.0177	"Intron (uc031sch.3/100505566, intron 3 of 3)"	3	177441921	177752094	310174	1	"100505566"	"uc031sch.3"	282031	NA	"LINC00578"	"long intergenic non-protein coding RNA 578"
"chr6"	14216873	14217372	500	"*"	501	"*"	3.2	-0.37	4.14	-4.51	0.000613	0.018	"Distal Intergenic"	6	14280127	14285145	5019	2	"102216342"	"uc032wmj.2"	67773	"ENSG00000226673"	"LINC01108"	"long intergenic non-protein coding RNA 1108"
"chr6"	35569134	35569633	500	"*"	501	"*"	3.33	4.26	-0.16	4.42	0.000613	0.018	"Distal Intergenic"	6	35497874	35512938	15065	2	"7287"	"uc003okv.6"	-56196	"ENSG00000112041"	"TULP1"	"tubby like protein 1"
"chr8"	29249876	29250375	500	"*"	501	"*"	3.73	4.57	1.53	3.03	0.000614	0.018	"Exon (uc064lqp.1/23303, exon 2 of 16)"	8	29067279	29263073	195795	2	"23303"	"uc003xhh.5"	12698	"ENSG00000197892"	"KIF13B"	"kinesin family member 13B"
"chr17"	48050443	48050942	500	"*"	501	"*"	4.08	4.83	2.4	2.43	0.000617	0.018	"Promoter (2-3kb)"	17	48048329	48051146	2818	1	"4779"	"uc060gtl.1"	2114	"ENSG00000082641"	"NFE2L1"	"nuclear factor, erythroid 2 like 1"
"chr3"	101861986	101862485	500	"*"	501	"*"	5.25	4.33	5.81	-1.48	0.00062	0.0181	"Distal Intergenic"	3	101857200	101859539	2340	1	"64332"	"uc062mcl.1"	4786	"ENSG00000144802"	"NFKBIZ"	"NFKB inhibitor zeta"
"chr1"	77832994	77833493	500	"*"	501	"*"	5.28	5.83	4.38	1.45	0.000626	0.0182	"Intron (uc001dhx.5/374986, intron 7 of 15)"	1	77779624	77878421	98798	1	"374986"	"uc001dhx.5"	53370	"ENSG00000180488"	"MIGA1"	"mitoguardin 1"
"chr15"	80811450	80811949	500	"*"	501	"*"	3.22	-0.37	4.16	-4.54	0.000627	0.0182	"Intron (uc002bfw.2/57214, intron 1 of 28)"	15	80779343	80951776	172434	1	"57214"	"uc002bfw.2"	32107	"ENSG00000103888"	"CEMIP"	"cell migration inducing hyaluronidase 1"
"chr16"	22240312	22240811	500	"*"	501	"*"	3.88	4.67	2	2.68	0.000628	0.0183	"Intron (uc002dki.4/29904, intron 2 of 17)"	16	22206282	22288732	82451	1	"29904"	"uc002dki.4"	34030	"ENSG00000103319"	"EEF2K"	"eukaryotic elongation factor 2 kinase"
"chr16"	55483371	55483870	500	"*"	501	"*"	3.55	1.1	4.41	-3.3	0.00063	0.0183	"Intron (uc059uht.1/4313, intron 3 of 13)"	16	55389700	55506237	116538	1	"4313"	"uc059uht.1"	93671	"ENSG00000087245"	"MMP2"	"matrix metallopeptidase 2"
"chr22"	41563138	41563637	500	"*"	501	"*"	4.32	2.9	5.02	-2.12	0.000633	0.0184	"Promoter (2-3kb)"	22	41560763	41576666	15904	1	"27254"	"uc003bak.2"	2375	"ENSG00000172346"	"CSDC2"	"cold shock domain containing C2"
"chr3"	157913276	157913775	500	"*"	501	"*"	4.4	5.09	3.03	2.06	0.000636	0.0184	"Distal Intergenic"	3	158097080	158102887	5808	2	"6474"	"uc062pji.1"	189112	"ENSG00000168779"	"SHOX2"	"short stature homeobox 2"
"chr3"	30493853	30494352	500	"*"	501	"*"	5.18	5.75	4.21	1.54	0.000636	0.0184	"Distal Intergenic"	3	30606502	30694134	87633	1	"7048"	"uc003ceo.4"	-112150	"ENSG00000163513"	"TGFBR2"	"transforming growth factor beta receptor 2"
"chr17"	16281241	16281740	500	"*"	501	"*"	4.46	3.07	5.15	-2.08	0.000636	0.0184	"Intron (uc060bre.1/9487, intron 2 of 2)"	17	16217191	16300187	82997	1	"9487"	"uc060bre.1"	64050	"ENSG00000108474"	"PIGL"	"phosphatidylinositol glycan anchor biosynthesis class L"
"chr16"	66045545	66046044	500	"*"	501	"*"	3.78	4.6	1.72	2.88	0.000638	0.0184	"Distal Intergenic"	16	66366622	66404782	38161	1	"1003"	"uc059vhi.1"	-320578	"ENSG00000179776"	"CDH5"	"cadherin 5"
